master_key,wt_name,wt_image,rw_name,rw_image_name,nation,wt_display_name_new,clean_key,stats_role,stats_rank,stats_br_rb,stats_max_speed,stats_climb,wiki_nation,wiki_friendly_name
ki_108,Ki 108,ki_108.png,Ki 108,RW_ki_108_rw.png,Japan,Ki-108 Kai,ki108,Fighter,III,3.7,"at 8,000 m 622 km/h",12.1 m/s,Japan,Ki-108 Kai
ki_109,Ki 109,ki_109.png,Ki-109,RW_ki_109_rw.png,Japan,Ki-109,ki109,Strike aircraft,I,2,"at 6,050 m 550 km/h",10.9 m/s,Japan,Ki-109
ki_200,Ki-200,j8m1.png,Ki-200,RW_ki_200.png,,Ki-200,ki200,Fighter,V,8.3,"at 10,000 m 9959711,005983 km/h",47.434.957.937.8 m/s,Japan,Ki-200
ki_21_1hei,Ki 21 1Hei,ki_21_1hei.png,Ki 21 1Hei,RW_ki_21_1hei_rw.png,Japan,Ki-21-I Hei,ki211hei,Bomber,II,2,at 400 m 432399453412 km/h,5.93.19.83.1 m/s,Japan,Ki-21-I Hei
ki_21_1ko,Ki 21 1Ko,ki_21_1ko.png,Ki 21 1Ko,RW_ki_21_1ko_rw.png,Japan,Ki-21-Ia,ki211ko,Bomber,I,1.7,at 400 m 432399453412 km/h,5.93.19.83.1 m/s,Japan,Ki-21-Ia
ki_27_otsu,Ki-27 Otsu,ki-27_otsu.png,Ki-27Â Otsu,RW_ki_27_otsu_rw.png,China,Ki-27 Otsu,ki27otsu,Fighter,I,2,"at 3,500 m 495464517476 km/h",12.88.618.48.6 m/s,Japan,Ki-27 Otsu
ki_27_otsu_china,Ki-27 Otsu China,ki-27_otsu_china.png,Ki-27 Otsu China,RW_ki_27_otsu_china_rw.png,Japan,Ki-27 Otsu China,ki27otsuchina,Fighter,I,2,"at 3,500 m 495 km/h",12.8 m/s,China,␗Ki-27 Otsu
ki_27_otsu_ep,Ki-27 Otsu Ep,ki-27_otsu_ep.png,Ki-27 Otsu Ep,RW_ki_27_otsu_ep_rw.png,Japan,Ki-27 Otsu Tachiarai,ki27otsuep,Fighter,I,2,"at 3,500 m 495464517476 km/h",12.88.618.48.6 m/s,Japan,Ki-27 Otsu Tachiarai
ki_32,Ki 32,ki_32.png,Ki-32,RW_ki_32_rw.png,Japan,Ki-32,ki32,Light bomber,I,1.3,"at 3,950 m 423397440408 km/h",7.65.510.35.5 m/s,Japan,Ki-32
ki_43_1,Ki 43 1,ki_43_1.png,Ki 43 1,RW_ki_43_1_rw.png,Japan,Ki-43-I,ki431,Fighter,I,2.7,"at 4,000 m 495 km/h",15.3 m/s,Japan,Ki-43-I
ki_43_2,Ki 43 2,ki_43_2.png,Ki 43 2,RW_ki_43_2_rw.png,Japan,Ki-43-II,ki432,Fighter,II,2.7,"at 6,000 m 558 km/h",15.3 m/s,USA,▃Ki-43-II
ki_43_2_late,Ki 43 2 Late,ki_43_2_late.png,Ki 43 2 Late,RW_ki_43_2_late_rw.png,STILL_NOT_FOUND,Ki 43 2 Late,ki432,Fighter,II,2.7,"at 6,000 m 558 km/h",15.3 m/s,USA,▃Ki-43-II
ki_43_3_ko,Ki 43 3 Ko,ki_43_3_ko.png,Ki 43 3 Ko,RW_ki_43_3_ko_rw.png,Japan,Ki-43-III Ko,ki433ko,Fighter,I,,"at 6,000 m 558518583534 km/h",15.311.420.511.4 m/s,China,␗Ki-43-III Ko
ki_43_3_otsu,Ki 43 3 Otsu,ki_43_3_otsu.png,Ki 43 3 Otsu,RW_ki_43_3_otsu_rw.png,Japan,Ki-43-III Otsu,ki433otsu,Fighter,III,4,"at 6,800 m 574536600551 km/h",16.612.621.912.6 m/s,Japan,Ki-43-III Otsu
ki_44_1,Ki 44 1,ki_44_1.png,Ki 44 1,RW_ki_44_1_rw.png,Japan,Ki-44-I,ki441,Fighter,II,2.7,"at 6,000 m 558 km/h",21.6 m/s,Japan,Ki-44-I
ki_44_1_ep,Ki 44 1 Ep,ki_44_1_ep.png,Ki 44 1 Ep,RW_ki_44_1_ep_rw.png,STILL_NOT_FOUND,Ki 44 1 Ep,ki441ep,Fighter,II,2.7,"at 6,000 m 558 km/h",21.6 m/s,Japan,Ki-44-I 34
ki_44_2_hei,Ki 44 2 Hei,ki_44_2_hei.png,Ki 44 2 Hei,RW_ki_44_2_hei_rw.png,Japan,Ki-44-II Hei,ki442hei,Fighter,II,3.7,"at 5,200 m 606565636584 km/h",18.814.324.614.3 m/s,Japan,Ki-44-II Hei
ki_44_2_hei_china,Ki 44 2 Hei China,ki_44_2_hei_china.png,Ki 44 2 Hei China,RW_ki_44_2_hei_china_rw.png,STILL_NOT_FOUND,Ki 44 2 Hei China,ki442heichina,Fighter,III,3.7,"at 5,200 m 606 km/h",18.8 m/s,China,␗Ki-44-II Hei
ki_44_2_otsu,Ki 44 2 Otsu,ki_44_2_otsu.png,Ki 44 2 Otsu,RW_ki_44_2_otsu_rw.png,Japan,Ki-44-II Otsu,ki442otsu,Fighter,II,3,"at 5,200 m 605 km/h",18.3 m/s,Japan,Ki-44-II Otsu
ki_45_hei,Ki-45 Hei,ki-45_hei.png,Ki-45Â Hei,RW_ki_45_hei_rw.png,Japan,Ki-45 Hei,ki45hei,Strike aircraft,I,2.3,"at 6,300 m 570 km/h",19.5 m/s,Japan,Ki-45 Hei
ki_45_hei_tei_china,Ki-45 Hei Tei China,ki-45_hei_tei_china.png,Ki-45 Hei Tei China,RW_ki_45_hei_tei_china_rw.png,China,Ki-45 Hei/Tei,ki45heiteichina,Strike aircraft,II,2.3,"at 6,300 m 570 km/h",19.5 m/s,China,␗Ki-45 Hei/Tei
ki_45_ko,Ki-45 Ko,ki-45_ko.png,Ki-45Â Ko,RW_ki_45_ko_rw.png,Japan,Ki-45 Ko,ki45ko,Fighter,I,2.7,"at 6,300 m 570 km/h",19.5 m/s,Japan,Ki-45 Ko
ki_45_otsu,Ki-45 Otsu,ki-45_otsu.png,Ki-45Â Otsu,RW_ki_45_otsu_rw.png,Japan,Ki-45 Otsu,ki45otsu,Strike aircraft,I,2.3,"at 6,300 m 570 km/h",19.5 m/s,Japan,Ki-45 Otsu
ki_45_tei,Ki-45 Tei,ki-45_tei.png,Ki-45Â Tei,RW_ki_45_tei_rw.png,Japan,Ki-45 Tei,ki45tei,Fighter,I,1.7,"at 6,300 m 570 km/h",19.5 m/s,Japan,Ki-45 Tei
ki_48_2_otsu,Ki 48 2 Otsu,ki_48_2_otsu.png,Ki 48 2 Otsu,RW_ki_48_2_otsu_rw.png,Japan,Ki-48-II Otsu,ki482otsu,Frontline bomber,II,2.3,"at 6,200 m 499 km/h",10.68 m/s,Japan,Ki-48-II Otsu
ki_49_1,Ki-49 1,ki-49_1.png,Ki-49 1,RW_ki_49_1_rw.png,Japan,Ki-49-I,ki491,Bomber,II,3,"at 5,000 m 466433483449 km/h",12.510.414.910.4 m/s,Japan,Ki-49-I
ki_49_2a,Ki-49 2A,ki-49_2a.png,Ki-49 2A,RW_ki_49_2a_rw.png,Japan,Ki-49-IIa,ki492a,Bomber,II,3,"at 5,150 m 502 km/h",12.5 m/s,Japan,Ki-49-IIa
ki_49_2b,Ki-49 2B,ki-49_2b.png,Ki-49 2B,RW_ki_49_2b_rw.png,Japan,Ki-49-IIb,ki492b,Bomber,III,3.7,"at 5,150 m 502464523480 km/h",12.59.616.19.6 m/s,Japan,Ki-49-IIb/L
ki_49_2b_late,Ki-49 2B Late,ki-49_2b_late.png,Ki-49 2B Late,RW_ki_49_2b_late_rw.png,Japan,Ki-49-IIb/L,ki492b,Bomber,III,3.7,"at 5,150 m 502464523480 km/h",12.59.616.19.6 m/s,Japan,Ki-49-IIb/L
ki_61_1a_hei,Ki 61 1A Hei,ki_61_1a_hei.png,Ki 61 1A Hei,RW_ki_61_1a_hei_rw.png,Japan,Ki-61-I Hei,ki611ahei,Fighter,IV,4.7,"at 6,000 m 591 km/h",107 m/s,Japan,Ki-61-I Hei
ki_61_1a_hei_ep,Ki 61 1A Hei Ep,ki_61_1a_hei_ep.png,Ki 61 1A Hei Ep,RW_ki_61_1a_hei_ep_rw.png,Japan,Ki 61 1A Hei Ep,ki611aheiep,Fighter,IV,4.7,"at 6,000 m 591 km/h",107 m/s,Japan,Tada's Ki-61-I Hei
ki_61_1a_ko,Ki 61 1A Ko,ki_61_1a_ko.png,Ki 61 1A Ko,RW_ki_61_1a_ko_rw.png,Japan,Ki-61-I Ko,ki611ako,Fighter,II,3.3,"at 5,000 m 590 km/h",11.6 m/s,Japan,Ki-61-I Ko
ki_61_1a_otsu,Ki 61 1A Otsu,ki_61_1a_otsu.png,Ki 61 1A Otsu,RW_ki_61_1a_otsu_rw.png,Japan,Ki-61-I Otsu,ki611aotsu,Fighter,II,3.7,"at 5,000 m 587 km/h",11.98 m/s,USA,▃Ki-61-Ib
ki_61_1a_otsu_china,Ki 61 1A Otsu China,ki_61_1a_otsu_china.png,Ki 61 1A Otsu China,RW_ki_61_1a_otsu_china_rw.png,Japan,Ki 61 1A Otsu China,ki611aotsuchina,Fighter,III,3.7,"at 5,000 m 587 km/h",118 m/s,China,␗Ki-61-I Otsu
ki_61_1a_otsu_usa,Ki 61 1A Otsu Usa,ki_61_1a_otsu_usa.png,Ki 61 1A Otsu Usa,RW_ki_61_1a_otsu_usa_rw.png,Japan,Ki 61 1A Otsu Usa,ki611aotsu,Fighter,II,3.7,"at 5,000 m 587 km/h",11.98 m/s,USA,▃Ki-61-Ib
ki_61_1a_tei,Ki 61 1A Tei,ki_61_1a_tei.png,Ki 61 1A Tei,RW_ki_61_1a_tei_rw.png,Japan,Ki-61-I Tei,ki611atei,Fighter,III,4.3,"at 5,000 m 580 km/h",11.9 m/s,Japan,Ki-61-I Tei
ki_61_2_early,Ki 61 2 Early,ki_61_2_early.png,Ki 61 2 Early,RW_ki_61_2_early_rw.png,Japan,Ki 61 2 Early,ki612,Fighter,III,4.7,"at 6,000 m 625 km/h",12.8 m/s,Japan,Ki-61-II Otsu Kai
ki_67_1_ko,Ki 67 1 Ko,ki_67_1_ko.png,Ki 67 1 Ko,RW_ki_67_1_ko_rw.png,Japan,Ki-67-I Ko,ki671ko,Bomber,III,4.3,"at 6,500 m 543 km/h",6.9 m/s,Japan,Ki-67-I Ko
ki_67_1_otsu,Ki 67 1 Otsu,ki_67_1_otsu.png,Ki 67 1 Otsu,RW_ki_67_1_otsu_rw.png,Japan,Ki-67-I Otsu,ki671otsu,Bomber,III,4.7,"at 6,500 m 543 km/h",6.9 m/s,Japan,Ki-67-I Otsu
ki_83,Ki-83,ki-83.png,Ki-83,RW_ki_83_rw.png,Japan,Ki-83,ki83,Fighter,IV,6,"at 9,500 m 704660735681 km/h",21.71727.517 m/s,Japan,Ki-83
ki_84_hei,Ki 84 Hei,ki_84_hei.png,Ki-84Â Hei,RW_ki_84_hei_rw.png,Japan,Ki-84 Hei,ki84hei,Fighter,IV,6.3,"at 6,000 m 692651718669 km/h",17.914.222.614.2 m/s,Japan,Ki-84 Hei
ki_84_ko,Ki 84 Ko,ki_84_ko.png,Ki-84Â Ko,RW_ki_84_ko_rw.png,Japan,Ki-84 Ko,ki84ko,Fighter,IV,5.3,"at 6,000 m 692651718669 km/h",17.914.222.614.2 m/s,Japan,Ki-84 Ko
ki_84_ko_china,Ki 84 Ko China,ki_84_ko_china.png,Ki 84 Ko China,RW_ki_84_ko_china_rw.png,China,Ki-84 Ko China,ki84kochina,Fighter,IV,5.3,"at 6,000 m 692 km/h",17.9 m/s,China,␗Ki-84 Ko
ki_84_otsu,Ki 84 Otsu,ki_84_otsu.png,Ki-84Â Otsu,RW_ki_84_otsu_rw.png,Japan,Ki-84 Otsu,ki84otsu,Fighter,IV,5.7,"at 6,000 m 692651718669 km/h",17.914.222.614.2 m/s,Japan,Ki-84 Otsu
ki_87,Ki 87,ki_87.png,Ki-87,RW_ki_87_rw.png,Japan,Ki-87,ki87,Fighter,IV,5.7,"at 10,000 m 707664735683 km/h",1511.71911.7 m/s,Japan,Ki-87
ki_94_2,Ki 94 2,ki_94_2.png,Ki 94 2,RW_ki_94_2_rw.png,Japan,Ki-94-II,ki942,Fighter,IV,6,"at 12,000 m 720 km/h",17 m/s,Japan,Ki-94-II
ki_96,Ki-96,ki-96.png,Ki-96,RW_ki_96_rw.png,Japan,Ki-96,ki96,Fighter,III,3.7,"at 5,000 m 600 km/h",19.5 m/s,Japan,Ki-96
kitsuka,Kitsuka,kitsuka.png,Kitsuka,RW_kitsuka_rw.png,Japan,Kikka,kitsuka,Fighter,V,7,at 0 m 875 km/h,25.1 m/s,Japan,Kikka
kor_1,Kor 1,kor_1.png,KOR-1,RW_kor_1_rw.png,USSR,KOR-1,kor1,Hydroplane,I,1,"at 4,000 m 412 km/h",13.6 m/s,USSR,KOR-1
kor_2,Kor 2,kor_2.png,KOR-2,RW_kor_2_rw.png,USSR,KOR-2,kor2,Bomber,,1,"at 1,000 m 340 km/h",10.39 m/s,USSR,KOR-2
l_39za,L 39Za,l_39za.png,L 39Za,RW_l_39za_rw.png,USSR,L-39ZA Albatros,l39za,Strike aircraft,V,6.7,"at 6,500 m 760 km/h",20 m/s,USSR,▂L-39ZA Albatros
la_11,La-11,la-11.png,La-11,RW_la_11_rw.png,USSR,La-11,la11,Fighter,IV,,"at 6,200 m 680 km/h",16.1 m/s,USSR,La-11
la_11_china,La-11 China,la-11_china.png,La-11 China,RW_la_11_china_rw.png,China,La-11,la11china,Fighter,IV,5.3,"at 6,200 m 680 km/h",16.1 m/s,China,␗La-11
la_15,La-15,la-15.png,La-15,RW_la_15_rw.png,USSR,La-15,la15,Fighter,V,8,"at 3,000 m 1,0229691,037999 km/h",31.723.83925.3 m/s,USSR,La-15
la_174,La 174,la_174.png,La-174,RW_la_174_rw.png,USSR,La-174,la174,Fighter,V,8,"at 3,000 m 1,026 km/h",31.7 m/s,USSR,La-174
la_200_toriy,La 200 Toriy,la_200_toriy.png,La 200 Toriy,RW_la_200_toriy_rw.png,USSR,La-200,la200toriy,Fighter,V,7.7,"at 0 m 1,101 km/h",47 m/s,USSR,La-200
la_5_type37_early,La-5 Type37 Early,la-5_type37_early.png,La-5 Type37 Early,RW_la_5_type37_early_rw.png,China,La-5 Type37 Early,la5type37,Fighter,II,3,"at 6,200 m 580 km/h",13.8 m/s,USSR,La-5
la_5_type39,La-5 Type39,la-5_type39.png,La-5 Type39,RW_la_5_type39_rw.png,USSR,La-5 Type39,la5type39,Fighter,II,3.3,"at 5,000 m 593 km/h",15.9 m/s,USSR,La-5F
la_5fn,La-5Fn,la-5fn.png,La-5FN,RW_la_5fn_rw.png,USSR,La-5F,la5fn,Fighter,III,3.7,"at 6,100 m 620 km/h",17.7 m/s,USSR,La-5FN
la_5fn_luftwaffe,La-5Fn Luftwaffe,la-5fn_luftwaffe.png,La-5Fn Luftwaffe,RW_la_5fn_luftwaffe_rw.png,STILL_NOT_FOUND,La-5Fn Luftwaffe,la5fnluftwaffe,Fighter,III,3.7,"at 6,100 m 620 km/h",22.7 m/s,Germany,▀La-5FN
la_7,La-7,la-7.png,La-7,RW_la_7_rw.png,USSR,La-7,la7,Fighter,III,4.7,"at 6,250 m 677627714650 km/h",18.51424.314 m/s,USSR,La-7
la_7_dolgushin,La-7 Dolgushin,la-7_dolgushin.png,La-7 Dolgushin,RW_la_7_dolgushin_rw.png,USSR,Dolgushin's La-7,la7dolgushin,Fighter,IV,4.7,"at 6,250 m 677627714650 km/h",18.51424.314 m/s,USSR,Dolgushin's La-7
la_7b_20,La-7B-20,la-7b-20.png,La-7B-20,RW_la_7b_20_rw.png,USSR,La-7B-20,la7b20,Fighter,IV,,"at 6,000 m 661612696633 km/h",18.514.124.214.1 m/s,USSR,La-7B-20
la_9,La-9,la-9.png,La-9,RW_la_9_rw.png,China,La-9,la9,Fighter,IV,6,"at 6,250 m 690 km/h",19.2 m/s,USSR,La-9
la_9_china,La-9 China,la-9_china.png,La-9 China,RW_la_9_china_rw.png,USSR,La-9 China,la9china,Fighter,IV,6,"at 6,250 m 690 km/h",19.2 m/s,China,␗La-9
lagg_3_11,Lagg-3-11,lagg-3-11.png,LaGG-3-11,RW_lagg_3_11_rw.png,USSR,LaGG-3-11,lagg311,Fighter,II,,"at 5,000 m 561 km/h",10.6 m/s,USSR,LaGG-3-11
lagg_3_23,Lagg-3-23,lagg-3-23.png,LaGG-3-23,RW_lagg_3_23_rw.png,USSR,LaGG-3-23,lagg323,Fighter,II,2.3,"at 5,000 m 583 km/h",12.6 m/s,USSR,LaGG-3-23
lagg_3_34,Lagg-3-34,lagg-3-34.png,LaGG-3-34,RW_lagg_3_34_rw.png,USSR,LaGG-3-34,lagg334,Fighter,II,2.3,"at 3,700 m 560 km/h",13.8 m/s,USSR,LaGG-3-34
lagg_3_35,Lagg-3-35,lagg-3-35.png,LaGG-3-35,RW_lagg_3_35_rw.png,USSR,LaGG-3-35,lagg335,Fighter,II,2.3,"at 3,300 m 566 km/h",13.8 m/s,USSR,LaGG-3-35
lagg_3_4,Lagg-3-4,lagg-3-4.png,LaGG-3-4,RW_lagg_3_4_rw.png,USSR,LaGG-3-4,lagg34,Fighter,II,2.3,"at 3,300 m 566529589546 km/h",13.811.616.511.6 m/s,USSR,LaGG-3-4
lagg_3_66,Lagg-3-66,lagg-3-66.png,LaGG-3-66,RW_lagg_3_66_rw.png,USSR,LaGG-3-66,lagg366,Fighter,II,,"at 3,300 m 591 km/h",13.8 m/s,USSR,LaGG-3-66
lagg_3_8,Lagg-3-8,lagg-3-8.png,LaGG-3-8,RW_lagg_3_8_rw.png,USSR,LaGG-3-8,lagg38,Fighter,II,,"at 5,000 m 554 km/h",10.5 m/s,USSR,LaGG-3-8
lagg_i_301,Lagg-I-301,lagg-i-301.png,Lagg-I-301,RW_lagg_i_301_rw.png,USSR,I-301,laggi301,Fighter,II,3,"at 4,950 m 605 km/h",13.8 m/s,USSR,I-301
lancaster_mk1,Lancaster Mk1,lancaster_mk1.png,Lancaster Mk1,RW_lancaster_mk1_rw.png,Great Britain,Lancaster B Mk I,lancastermk1,Bomber,IV,5,"at 3,048 m 451 km/h",8.6 m/s,Great Britain,Lancaster B Mk I
lancaster_mk3,Lancaster Mk3,lancaster_mk3.png,Lancaster Mk3,RW_lancaster_mk3_rw.png,Great Britain,Lancaster B Mk III,lancastermk3,Bomber,IV,5,"at 3,048 m 462 km/h",8.6 m/s,Great Britain,Lancaster B Mk III
lancaster_mr7_france,Lancaster Mr7 France,lancaster_mr7_france.png,Lancaster Mr7 France,RW_lancaster_mr7_france_rw.png,France,Lancaster MR.7,lancastermr7france,Bomber,IV,5,"at 3,048 m 462434476447 km/h",8.66.910.37 m/s,France,Lancaster MR.7
late_298d,Late 298D,late_298d.png,LateÂ 298D,RW_late_298d_rw.png,France,Late 298D,late298d,Bomber,I,1.3,"at 2,500 m 295278306285 km/h",5.23.773.7 m/s,France,Late 298D
leo_451_early,Leo 451 Early,leo_451_early.png,LeOÂ 451Â early,RW_leo_451_early_rw.png,France,LeO 451 early,leo451,Bomber,II,3,"at 6,250 m 495455522471 km/h",5.93.29.73.2 m/s,France,LeO 451 late
leo_451_late,Leo 451 Late,leo_451_late.png,LeOÂ 451Â late,RW_leo_451_late_rw.png,France,LeO 451 late,leo451,Bomber,II,3,"at 6,250 m 495455522471 km/h",5.93.29.73.2 m/s,France,LeO 451 late
lightning_f53,Lightning F53,lightning_f53.png,Lightning F53,RW_lightning_f53_rw.png,Great Britain,Lightning F.53,lightningf53,Fighter,VI,9.3,"at 12,192 m 2,290 km/h",150 m/s,Great Britain,Lightning F.53
lightning_f6,Lightning F6,lightning_f6.png,Lightning F6,RW_lightning_f6_rw.png,Great Britain,Lightning F.6,lightningf6,Fighter,VI,9.3,"at 12,192 m 2,290 km/h",150 m/s,Great Britain,Lightning F.6
lincoln_b2,Lincoln B2,lincoln_b2.png,Lincoln B2,RW_lincoln_b2_rw.png,Great Britain,Lincoln B Mk II,lincolnb2,Bomber,IV,6,"at 5,791 m 513481533495 km/h",52.87.72.8 m/s,Great Britain,Lincoln B Mk II
loire_130,Loire 130,loire_130.png,Loire 130,RW_loire_130_rw.png,France,Loire 130C,loire130,Bomber,,3,"at 2,500 m 295 km/h",5.2 m/s,France,Loire 130C
martin_139wc,Martin 139Wc,martin_139wc.png,MartinÂ 139WC,RW_martin_139wc_rw.png,China,Martin 139WC,martin139wc,Bomber,I,1.3,"at 2,438 m 370 km/h",7.7 m/s,China,Martin 139WC
martin_167_a3,Martin 167-A3,maryland_mk1_france.png,Martin 167-A3,RW_martin_167_a3.png,,Martin 167-A3,martin167a3,Bomber,I,2,"at 3,962 m 479442502459 km/h",96.312.46.3 m/s,France,Martin 167-A3
marut_mk1,Marut Mk1,marut_mk1.png,Marut Mk1,RW_marut_mk1_rw.png,Great Britain,Marut Mk1,marutmk1,Strike aircraft,V,9,"at 0 m 1,134 km/h",70 m/s,Great Britain,▄HF-24
maryland_mk1_france,Maryland Mk1 France,maryland_mk1_france.png,Maryland Mk1 France,RW_maryland_mk1_france_rw.png,STILL_NOT_FOUND,Maryland Mk1 France,marylandmk1france,Bomber,I,2,"at 3,962 m 479442502459 km/h",96.312.46.3 m/s,France,Martin 167-A3
mb_151c1,Mb 151C1,mb_151c1.png,Mb 151C1,RW_mb_151c1_rw.png,France,M.B.151C.1,mb151c1,Fighter,I,1.7,"at 4,500 m 460 km/h",9.5 m/s,France,M.B.151C.1
mb_152c1,Mb 152C1,mb_152c1.png,Mb 152C1,RW_mb_152c1_rw.png,France,M.B.152C1,mb152c1,Fighter,II,2.3,"at 5,500 m 485443514460 km/h",10.8716.17 m/s,France,M.B.152C1
mb_157,Mb 157,mb_157.png,Mb 157,RW_mb_157_rw.png,France,M.B.157,mb157,Fighter,III,3.3,"at 7,600 m 712664747681 km/h",14.110.119.410.1 m/s,France,M.B.157
mb_162,Mb 162,mb_162.png,Mb 162,RW_mb_162_rw.png,France,M.B.162,mb162,Bomber,III,5,"at 3,000 m 537496571507 km/h",11.68.516.28.5 m/s,France,M.B.162
mb_174_a3,Mb 174 A3,mb_174_a3.png,Mb 174 A3,RW_mb_174_a3_rw.png,France,M.B.174A-3,mb174a3,Bomber,I,2.7,"at 3,780 m 537497567512 km/h",11.68.216.48.2 m/s,France,M.B.174A-3
mb_175t,Mb 175T,mb_175t.png,Mb 175T,RW_mb_175t_rw.png,France,M.B.175T,mb175t,Torpedo bomber,II,3.3,"at 3,780 m 450 km/h",7.9 m/s,France,M.B.175T
mb_326k,Mb 326K,mb_326k.png,MB-326K,RW_mb_326k_rw.png,Italy,MB-326K,mb326k,Strike aircraft,V,7.3,"at 1,000 m 896 km/h",54.7 m/s,Italy,MB-326K
mb_5,Mb 5,mb_5.png,Mb 5,RW_mb_5_rw.png,Great Britain,MB.5,mb5,Fighter,IV,5,"at 7,315 m 740689775710 km/h",2015.625.915.6 m/s,Great Britain,MB.5
mbr_2,Mbr-2,mbr-2.png,Mbr-2,RW_mbr_2_rw.png,USSR,MBR-2-M-34,mbr2,Bomber,I,1,"at 5,000 m 275261283269 km/h",3.82.74.72.8 m/s,USSR,MBR-2-M-34
mc_202,Mc-202,mc-202.png,Mc-202,RW_mc_202_rw.png,USA,Mc-202,mc202,Fighter,II,3,"at 5,000 m 602 km/h",15.8 m/s,Italy,C. 202
mc_202_d,Mc-202 D,mc-202_d.png,Mc-202 D,RW_mc_202_d_rw.png,Italy,C. 202D,mc202d,Fighter,II,3,"at 5,000 m 602 km/h",15.8 m/s,Italy,C. 202D
mc_202_ec,Mc-202 Ec,mc-202_ec.png,Mc-202 Ec,RW_mc_202_ec_rw.png,STILL_NOT_FOUND,Mc-202 Ec,mc202ec,Fighter,III,4,"at 5,000 m 571 km/h",13.4 m/s,Italy,C. 202EC
mc_202_italy,Mc-202 Italy,mc-202_italy.png,Mc-202 Italy,RW_mc_202_italy_rw.png,STILL_NOT_FOUND,Mc-202 Italy,mc202,Fighter,II,3,"at 5,000 m 602 km/h",15.8 m/s,Italy,C. 202
mc_205_n2,Mc-205 N2,mc-205_n2.png,Mc-205 N2,RW_mc_205_n2_rw.png,Italy,C. 205N2,mc205n2,Fighter,III,4.7,"at 6,700 m 659616686634 km/h",16.713.520.713.5 m/s,Italy,C. 205N2
mc_205_serie1,Mc-205 Serie1,mc-205_serie1.png,Mc-205 Serie1,RW_mc_205_serie1_rw.png,Italy,C. 205 serie 1,mc205serie1,Fighter,II,3.7,"at 7,000 m 683 km/h",20.4 m/s,Italy,C. 205 serie 1
mc_205_serie3,Mc-205 Serie3,mc-205_serie3.png,Mc-205 Serie3,RW_mc_205_serie3_rw.png,Italy,C. 205 serie 3,mc205serie3,Fighter,IV,4.7,"at 7,000 m 672630702648 km/h",1915.423.515.4 m/s,Italy,C. 205 serie 3
mc200_serie3,Mc200 Serie3,mc200_serie3.png,Mc200 Serie3,RW_mc200_serie3_rw.png,Italy,C. 200 serie 3,mc200serie3,Fighter,I,,"at 4,500 m 504 km/h",18 m/s,Italy,C. 200 serie 3
mc200_serie3_italy,Mc200 Serie3 Italy,mc200_serie3_italy.png,Mc200 Serie3 Italy,RW_mc200_serie3_italy_rw.png,Italy,Mc200 Serie3 Italy,mc200serie3,Fighter,I,,"at 4,500 m 504 km/h",18 m/s,Italy,C. 200 serie 3
mc200_serie7,Mc200 Serie7,mc200_serie7.png,Mc200 Serie7,RW_mc200_serie7_rw.png,Italy,C. 200 serie 7,mc200serie7,Fighter,I,,"at 4,500 m 504 km/h",16 m/s,Italy,C. 200 serie 7
mc200_serie7_italy,Mc200 Serie7 Italy,mc200_serie7_italy.png,Mc200 Serie7 Italy,RW_mc200_serie7_italy_rw.png,Italy,Mc200 Serie7 Italy,mc200serie7,Fighter,I,,"at 4,500 m 504 km/h",16 m/s,Italy,C. 200 serie 7
md_450b_barougan,Md 450B Barougan,md_450b_barougan.png,Md 450B Barougan,RW_md_450b_barougan_rw.png,France,M.D.450B Barougan,md450bbarougan,Fighter,V,7.7,at 0 m 942 km/h,28.2 m/s,France,M.D.450B Barougan
md_450b_ouragan,Md 450B Ouragan,md_450b_ouragan.png,Md 450B Ouragan,RW_md_450b_ouragan_rw.png,France,M.D.450B Ouragan,md450bouragan,Fighter,V,7.7,at 0 m 942 km/h,28 m/s,Israel,M.D.450B Ouragan
md_450b_ouragan_iaf,Md 450B Ouragan Iaf,md_450b_ouragan_iaf.png,Md 450B Ouragan Iaf,RW_md_450b_ouragan_iaf_rw.png,Israel,M.D.450B Ouragan IAF,md450bouragan,Fighter,V,7.7,at 0 m 942 km/h,28 m/s,Israel,M.D.450B Ouragan
md_450b_ouragan_iaf_29,Md 450B Ouragan Iaf 29,md_450b_ouragan_iaf_29.png,Md 450B Ouragan Iaf 29,RW_md_450b_ouragan_iaf_29_rw.png,France,M.D.450B (29),md450bouraganiaf29,Fighter,V,7.7,at 0 m 942869963897 km/h,2821.833.623 m/s,Israel,M.D.450B (29)
md_452_mystere_2a,Md 452 Mystere 2A,md_452_mystere_2a.png,Md 452 Mystere 2A,RW_md_452_mystere_2a_rw.png,France,M.D.452 IIA,md452mystere2a,Fighter,V,8,"at 0 m 1,039 km/h",37.28 m/s,France,M.D.452 IIA
md_452_mystere_2c_preproduction,Md 452 Mystere 2C Preproduction,md_452_mystere_2c_preproduction.png,Md 452 Mystere 2C Preproduction,RW_md_452_mystere_2c_preproduction_rw.png,STILL_NOT_FOUND,M.D.452 IIC,md452mystere2cpreproduction,Fighter,V,8.3,"at 0 m 1,044 km/h",40.3 m/s,France,M.D.452 IIC
md_454_mystere_4a,Md 454 Mystere 4A,md_454_mystere_4a.png,Md 454 Mystere 4A,RW_md_454_mystere_4a_rw.png,France,Mystere IVA,md454mystere4a,Fighter,VI,8.7,"at 0 m 1,109 km/h",37 m/s,Israel,Mystere IVA
